,wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
74,Ses01F_script02_2_M026,1,0.0046860217,0.0069657112,0.005838695,0.0037933529999999997,0.28488372093023256,-0.0077711729318252765,0.03254968682739668,0.11484984675922115
79,Ses01F_script02_2_M031,2,0.020250177,0.035041254,0.024985792000000003,0.024551722999999998,0.3796369376479874,-0.00464375625597313,0.9189061574414672,6.2978239960739675
80,Ses01F_script02_2_M032,2,0.020572074,0.038213800000000006,0.025921015,0.02803795,0.4824561403508772,-0.005596441496891202,1.1349826797876363,3.1019888756992837
81,Ses01F_script02_2_M033,5,0.0036247883,0.0074503627,0.00458853,0.005863007,0.1724137931034483,-0.013044356819591485,0.045898276457474005,0.1405759888797768
83,Ses01F_script02_2_M035,2,0.0025329827,0.0036719295,0.0031594690000000003,0.0018676076,0.0,-0.008240460374508984,0.008862936851962676,0.026427165197543328
84,Ses01F_script02_2_M036,2,0.0024662274,0.0035350715999999996,0.0030643907,0.0017619743,0.0,-0.015195128071354704,0.008111045235608875,0.028790629319008342
85,Ses01F_script02_2_M037,2,0.0036457519,0.005466621,0.00455507,0.0030158834999999998,0.08800000000000001,-0.006852691058156779,0.020246561101620885,0.08231586322859527
86,Ses01F_script02_2_M038,2,0.0050675874,0.0094287,0.0062947273,0.0070042317,0.5527156549520766,-0.009960060197045095,0.06995864945731495,0.2958317272322254
87,Ses01F_script02_2_M039,4,0.002483609,0.0043566683,0.0031349387,0.0030182207,0.0,-0.007499461844417966,0.014516692320403347,0.04135822652586852
88,Ses01F_script02_2_M040,5,0.0035997133,0.0060155503,0.004482485,0.0040121440000000005,0.11472602739726027,-0.006256491815292975,0.02676872966080231,0.19524277034148646
89,Ses01F_script02_2_M041,2,0.005373726,0.009110317,0.006687024000000001,0.006177533000000001,0.4866310160427808,-0.006607894647459035,0.06178168248150785,0.2768220056886803
90,Ses01F_script02_2_M042,5,0.008785351,0.014968221,0.010675094,0.010486269,0.4604904632152589,-0.004362299478088971,0.1667074279531043,0.7528962707491247
91,Ses01F_script02_2_M043,5,0.0016978459,0.0021304996,0.0021056157999999998,0.00034202487,0.0,-0.009779576430446468,0.0024743508396837164,0.006589263062477818
92,Ses01F_script02_2_M044,1,0.0082264105,0.012860163999999999,0.010111789,0.007929653,0.42700729927007297,-0.006560059773619287,0.1151970287760413,0.5025889366388419
94,Ses01F_script02_2_M046,1,0.0017940561999999999,0.0023224151,0.002246501,0.000602046,0.0,-0.009550684808345977,0.0030837812264224718,0.011719045412211271
95,Ses01F_script02_2_M047,5,0.0030888577,0.0055423723999999995,0.003903194,0.003933219,0.024657534246575345,-0.007468940111721167,0.023775602696707462,0.11423739853228215
96,Ses01F_script02_2_M048,5,0.0017774032999999998,0.0023122586,0.0022342722,0.00060087873,0.0,-0.0070502001108252435,0.0030807595359626924,0.02330880923937454
97,Ses01F_script02_2_M049,1,0.0017436282000000002,0.002192808,0.0021579661,0.00040743084,0.0,-0.0092121226771269,0.002631068805770505,0.014186798981883837
98,Ses01M_impro06_F000,5,0.0035786665999999996,0.006816531,0.0045100423,0.0051043965,0.008968609865470852,-0.009950204912456684,0.0371873444081532,0.12006965682901904
99,Ses01M_impro06_F001,5,0.0029796078000000003,0.004733018,0.00372305,0.0029179426,0.0,-0.008698802048456855,0.01600453041510406,0.0570920044681149
100,Ses01M_impro06_F002,5,0.0044943765,0.0070617693,0.005439445,0.004500649000000001,0.075,-0.0054619899856334095,0.035227329251066,0.17147137619359434
101,Ses01M_impro06_F003,2,0.0036731379,0.005732276999999999,0.0045020170000000005,0.003538368,0.024896265560165973,-0.0046874338295310744,0.023077747420455992,0.10500568606967432
102,Ses01M_impro06_F004,2,0.005543494,0.008847815,0.00668442,0.0057936585999999995,0.2653061224489796,-0.008175955372280441,0.055908742192181324,0.2629068596672635
103,Ses01M_impro06_F005,2,0.0046881729999999995,0.007451575,0.005558829,0.004961339,0.3258426966292135,-0.001241829068021616,0.03949609155431967,0.38291350497876303
104,Ses01M_impro06_F006,2,0.0031861784,0.0050011785,0.003951716,0.0030647875,0.004587155963302753,-0.01025924757414032,0.017678022503326483,0.09381479417388956
105,Ses01M_impro06_F007,5,0.0034881197,0.0055055255,0.0043303840000000005,0.0033942691999999997,0.005235602094240838,-0.008056909791775979,0.021517643732104925,0.06564566714440782
106,Ses01M_impro06_F008,5,0.0044085570000000004,0.007888761,0.005534661,0.005632326500000001,0.07926829268292683,-0.007859417564759497,0.04811669871517328,0.1473044409681873
107,Ses01M_impro06_F009,5,0.0076599144,0.011913428,0.009472399,0.007220091999999999,0.260233918128655,-0.006122692411736352,0.0991978950165281,0.8249960315487201
108,Ses01M_impro06_F010,5,0.0049472316,0.007706929,0.0061722435,0.0046054963,0.1830238726790451,-0.006164685146359261,0.04163854837217786,0.16866851693487336
109,Ses01M_impro06_F011,5,0.0036379152000000003,0.0050277733,0.004497402,0.0022383581,0.0,-0.010741900950961279,0.01573376564271088,0.042416337423843584
110,Ses01M_impro06_F012,5,0.005017467,0.007977255,0.0061947326,0.00500105,0.07627118644067797,-0.006053857759980019,0.045402385551056086,0.2471181991863761
111,Ses01M_impro06_F013,5,0.004682901,0.008582392,0.005673119,0.0064215176,0.2549019607843137,-0.010638001185725443,0.05761938405772996,0.18669010428550148
112,Ses01M_impro06_F014,5,0.006763016,0.011917206999999999,0.008057701,0.008742419,0.5126050420168067,-0.005140331268194132,0.1082778836020372,0.4121342891186858
113,Ses01M_impro06_F015,5,0.0048426966999999994,0.00786407,0.006074161999999999,0.004964801,0.13333333333333333,-0.006733181635354414,0.0448572895595083,0.10951270925372963
114,Ses01M_impro06_F016,5,0.0070762825,0.01278807,0.008244889,0.009752885,0.5786163522012578,-0.004720889592135791,0.12632338770866725,0.7848136975107864
115,Ses01M_impro06_F017,5,0.005439647,0.008076855,0.006611476,0.004627774,0.08530805687203792,-0.012467627129808534,0.043805714082411934,0.2832318662834277
116,Ses01M_impro06_F018,5,0.005396325,0.008747991,0.006653894699999999,0.005665584,0.3712871287128713,-0.005317084742273437,0.055270262898479486,0.2281187646033004
117,Ses01M_impro06_F019,5,0.005644806,0.0088781165,0.0069451619999999995,0.005514707,0.27624309392265195,-0.010289255442330614,0.055632978201372425,0.3501034677113672
118,Ses01M_impro06_F020,5,0.0037030229999999997,0.007231435,0.0047097113,0.005480286,0.03409090909090909,-0.014206608284439424,0.042322164812893664,0.15849825021693947
119,Ses01M_impro06_F021,5,0.0047090477,0.009027407,0.0055945944,0.0070771514,0.12716763005780346,-0.009010659596242476,0.0652809527599719,0.5595828018681839
120,Ses01M_impro06_F022,5,0.0045340047,0.008267693000000001,0.0053747515,0.006284855,0.19642857142857145,-0.012172039532742929,0.053294968679425535,0.3848876683776625
121,Ses01M_impro06_F023,5,0.00557018,0.011154111999999999,0.006552973,0.009003563000000001,0.5174418604651163,-0.009906041668727994,0.10145840049470886,0.732050124224468
122,Ses01M_impro06_F024,5,0.0050455043,0.008471137,0.0061825537,0.005780562800000001,0.3526970954356847,-0.008393035386689006,0.05312950944513435,0.33000465399422324
123,Ses01M_impro06_F025,5,0.0051583173,0.009434628,0.0061964123,0.007111957800000001,0.25,-0.015603829524479806,0.06951539162339303,0.4060667898604219
124,Ses01M_impro06_F026,5,0.0044089123,0.007674335,0.005407609,0.0054449076,0.078125,-0.010889243640122004,0.04474116885284883,0.2328954887986052
125,Ses01M_impro06_F027,5,0.0045516007,0.007821307,0.0053960765,0.0056559034,0.08241758241758243,-0.0062154990700946655,0.046083506338828684,0.27172996300527524
126,Ses01M_impro06_F028,5,0.0057908525,0.009757209000000001,0.0070327045,0.0067513715000000005,0.4096774193548387,-0.011132159670523832,0.07062083701019381,0.5534392956704691
127,Ses01M_impro06_M000,2,0.0024448938,0.0033259518,0.0030275159999999996,0.0013754682,0.0,-0.011328542314004151,0.00676753685066981,0.034396439844343284
128,Ses01M_impro06_M001,2,0.003363945,0.0049190875,0.0041831224,0.0025843660000000003,0.0,-0.012116194739064669,0.016032373770013143,0.0752473580282228
129,Ses01M_impro06_M002,2,0.0028505365,0.0039911717,0.0035284021999999996,0.0018625845000000002,0.0,-0.01919943861139473,0.010080434558563521,0.05558029745868099
130,Ses01M_impro06_M003,2,0.0026219238000000002,0.0035748344,0.0032468536,0.0014918919,0.0,-0.015562591215712018,0.007844851758018773,0.038124884018073436
131,Ses01M_impro06_M004,2,0.0032450016999999998,0.0043585590000000006,0.004014935,0.0016885009,0.0,-0.011648937288555315,0.011429785581068351,0.055223315517289366
132,Ses01M_impro06_M005,2,0.003337942,0.0047499,0.004176518,0.0022563051999999998,0.0033444816053511705,-0.006532389761559898,0.014534430386198538,0.045430506567318805
133,Ses01M_impro06_M006,2,0.0029913527000000003,0.0042551775,0.0037781752,0.0019588796,0.0,-0.008546187018509954,0.011663171131397265,0.09292210032843043
134,Ses01M_impro06_M007,2,0.0032640984,0.004516605,0.0040464313,0.0020637393,0.0,-0.012392138160066679,0.012735285159587752,0.05764917422957137
135,Ses01M_impro06_M008,2,0.0024007563,0.0031361096000000004,0.002984301,0.00097650575,0.0,-0.006462476903834613,0.005701227133691466,0.029985990232085986
136,Ses01M_impro06_M009,2,0.0023669093,0.0031642397,0.002933099,0.0011848098,0.0,-0.0064740779635030785,0.005989050083364897,0.030845600600938345
137,Ses01M_impro06_M010,2,0.002447685,0.0032052414000000003,0.0030386348,0.0010219035,0.0,-0.015444456948898731,0.005975253679669292,0.028353114663755095
138,Ses01M_impro06_M011,2,0.005456366,0.009584512,0.0068334425,0.0067101987,0.21616871704745166,-0.005418205091700656,0.07019752358142126,0.3652621091498509
139,Ses01M_impro06_M012,2,0.0024292727,0.0032180321999999996,0.003036247,0.0010623084,0.0,-0.006976663371460745,0.006116081062414517,0.01977095016827576
140,Ses01M_impro06_M013,2,0.005037431,0.0077009135999999995,0.00628622,0.0044364175,0.15349887133182846,-0.00777155491960002,0.04091040969993937,0.1730507403466301
141,Ses01M_impro06_M014,2,0.0031965815,0.004370741500000001,0.0039937114,0.0017778222,0.0,-0.01241674090124434,0.011749284038722331,0.042141776961377435
142,Ses01M_impro06_M015,2,0.0038473993,0.0057726065,0.0047890726,0.0032174052,0.009237875288683604,-0.011032760085072368,0.022648217791926262,0.19483889733351767
143,Ses01M_impro06_M016,2,0.00269042,0.0037692278000000003,0.0033761058,0.001674282,0.0,-0.003079548378082109,0.008997037259181584,0.025468454171359685
144,Ses01M_impro06_M017,2,0.004565546,0.007208351500000001,0.0056386893,0.0044905776,0.08850855745721271,-0.007532799372711452,0.03685559546329855,0.5222477430437469
145,Ses01M_impro06_M018,2,0.003739223,0.00498226,0.004650105,0.0017875626000000001,0.0029850746268656717,-0.010372843462391756,0.014755884940568469,0.07403313098166538
146,Ses01M_impro06_M019,2,0.0028222098,0.00387175,0.0034681293,0.0017193363,0.0,-0.007827725312381517,0.009256660649835251,0.04133633050719336
147,Ses01M_impro06_M020,2,0.005768596,0.009764562,0.0071358457,0.0065699880000000006,0.43333333333333335,-0.011508124771353323,0.07093094077626094,0.2503417737668598
148,Ses01M_impro06_M021,2,0.002256549,0.0029423982000000002,0.0028105932,0.0008759862,0.0,-0.010329215911042413,0.00500355822701605,0.017325887961131697
149,Ses01M_impro06_M022,2,0.004636172,0.007990127,0.0056482437,0.0056011267,0.1064638783269962,-0.010708632544265129,0.04821409289722151,0.4246400817649051
150,Ses01M_impro06_M023,2,0.004123812,0.0070473785,0.005014944,0.0049500656,0.054901960784313725,-0.008698299097886775,0.037308828502183096,0.2817836010907521
151,Ses01M_impro06_M024,2,0.0025190306,0.003258745,0.003131911,0.0008980791999999999,0.0,-0.008291664016724098,0.0060655976629306885,0.030530303660949307
152,Ses01M_impro06_M025,2,0.0051855341999999995,0.010967949,0.006773230600000001,0.008594046,0.29310344827586204,-0.007687332072237041,0.1006663482476358,0.3231689809694718
153,Ses01M_impro06_M026,2,0.0028106277000000002,0.0039459323,0.0035009498,0.0018200272,0.0,-0.010056502105726395,0.009887337908588615,0.033714448501778495
154,Ses01M_impro06_M027,2,0.0023086248000000003,0.0028834115000000004,0.002834645,0.00058482826,0.0,-0.008230062121583614,0.004500443568726014,0.020306574785694125
155,Ses01M_impro06_M028,2,0.0035342404,0.0050536873999999996,0.00437339,0.0025277815,0.02393617021276596,-0.007566839485662058,0.016516567158585564,0.07572840429584203
156,Ses01M_impro06_M029,2,0.0022319327,0.0028408609999999996,0.0027704185,0.00063146645,0.0,-0.01277871251659235,0.004499458737632124,0.015844327809077827
157,Ses01M_impro06_M030,2,0.003948393,0.006003218,0.0048662634,0.0035140694,0.02936096718480138,-0.009507011782261543,0.024776300607570897,0.1767431900459042
158,Ses01M_impro01_F000,0,0.031214679,0.084176764,0.03818304,0.0748804,0.678082191780822,-0.3338080132380128,6.317429015120222,7.003139494311273
159,Ses01M_impro01_F001,0,0.028566067999999997,0.046963353,0.035998642000000004,0.030072011000000003,0.288135593220339,-0.0004189565743217827,1.604350260010552,3.064033172409897
162,Ses01M_impro01_F004,2,0.017333338,0.034096892999999996,0.022047697,0.025975497,0.4045801526717557,-0.005892124590900494,0.9374148333562689,3.2107478860226317
165,Ses01M_impro01_F007,0,0.038312584,0.06558643,0.047484517000000004,0.04518117,0.37966101694915255,-0.001331958060291072,3.18855336618132,17.006066319847353
166,Ses01M_impro01_F008,0,0.0480618,0.083037764,0.06120505,0.056079797,0.375776397515528,-0.011326626918162221,5.146709176097753,10.017406888172328
168,Ses01M_impro01_F010,2,0.02071252,0.046406575,0.025865015,0.038529158,0.5919540229885057,-0.006391204806277528,1.822713796773476,4.489639045292559
169,Ses01M_impro01_F011,0,0.056465138,0.09669843,0.07009876,0.066288345,0.31016042780748665,-0.04322205495554954,6.983904857475253,13.660864382621028
170,Ses01M_impro01_F012,0,0.025998877000000004,0.06668462,0.032513183,0.05817992,0.6867469879518072,-0.006289634711720282,3.913145436830048,6.276422565030876
173,Ses01M_impro01_F015,2,0.043966647000000005,0.080296695,0.055936337,0.057570994,0.3783783783783784,-0.00953804646997014,4.977332135544616,11.861571146868279
177,Ses01M_impro01_F019,0,0.09720143,0.1939735,0.11964325599999999,0.1531365,0.5112540192926045,0.2354808384552598,30.153484836731984,72.28569131700154
178,Ses01M_impro01_F020,0,0.064575925,0.13069627,0.07923385,0.10389142,0.445993031358885,-0.06945900531718507,13.860111958150576,25.66243070335962
179,Ses01M_impro01_F021,0,0.07697156,0.14237691,0.09390494,0.106827125,0.4103773584905661,0.1575130590936169,15.79349331561365,40.69739430073896
180,Ses01M_impro01_F022,0,0.11215418,0.1876354,0.13773277,0.12740691,0.3311617806731813,-0.2827835851348937,25.70297385687697,82.32667423918994
182,Ses01M_impro01_F024,5,0.02268555,0.041615605,0.028720474,0.030097852,0.415625,-0.003269594799348852,1.3425587078279348,2.632597613218433
183,Ses01M_impro01_F025,5,0.016989696999999998,0.029621355,0.021200043999999998,0.020648116,0.40540540540540543,-0.01018590683088405,0.6613961702846112,1.6383679318699254
189,Ses01M_impro01_M000,2,0.02146395,0.0389589,0.027057268,0.027979825,0.3712121212121212,-0.006962461611692561,1.175323288529924,2.7237212397087593
190,Ses01M_impro01_M001,2,0.019695281999999998,0.03395892,0.024172048999999998,0.023741866,0.429245283018868,-0.006288711119850632,0.8620969084255642,2.3014100660099075
191,Ses01M_impro01_M002,2,0.03243514,0.054030314,0.040922504,0.035044145,0.26492537313432835,-0.00015751911064398882,2.1357404676936484,3.8983113271980585
192,Ses01M_impro01_M003,5,0.004738098,0.00844597,0.0059681683999999995,0.006224189000000001,0.2523364485981308,-0.008849468031257857,0.054948425121212535,0.15915627891646872
194,Ses01M_impro01_M005,2,0.009274953,0.016376117,0.011608098,0.011542412,0.4111111111111111,-0.011043812264688313,0.2045548691817712,0.7070360087072747
195,Ses01M_impro01_M006,2,0.024023255,0.044275388,0.030132187999999997,0.03244838,0.2860927152317881,-0.0026568127395876213,1.5309285057222908,4.8053149760102665
196,Ses01M_impro01_M007,2,0.013215736,0.021979146,0.016419206000000002,0.0145249395,0.3869047619047619,0.0011399121149224813,0.3534321614133216,0.8675317236206993
197,Ses01M_impro01_M008,2,0.039441273,0.06321001,0.05071652,0.03799813,0.3368421052631579,-0.019234284991398454,2.837487927211512,6.294439662782851
198,Ses01M_impro01_M009,2,0.031939242,0.050248507000000005,0.039383035,0.031152204,0.28602620087336245,-0.0018493691413823399,1.7641992503825314,6.028881103116514
199,Ses01M_impro01_M010,5,0.011407671999999999,0.027395198,0.014115207,0.02341421,0.6510416666666666,-0.007988232937350405,0.6515524648505723,2.210657182713194
200,Ses01M_impro01_M011,2,0.03287836,0.06275239,0.04109018,0.04736035,0.31266149870801035,-0.020617759219021536,3.13697684930591,9.727060090700443
201,Ses01M_impro01_M012,2,0.030156111,0.050953213,0.037787165,0.034176607000000005,0.35714285714285715,-0.006507766102004098,1.9186633655956784,5.350813396839962
202,Ses01M_impro01_M013,2,0.009709301,0.019388469,0.012082291,0.015162947,0.5781818181818181,-0.002213515472249128,0.30524540836716096,0.7554057752533817
204,Ses01M_impro01_M015,2,0.034221046,0.064645715,0.04220011,0.04872642,0.5432098765432098,-0.005390122169046664,3.260330182572569,6.208559442425777
205,Ses01M_impro01_M016,2,0.0042160056,0.0063214840000000005,0.0052660042,0.003500677,0.027472527472527472,-0.008149896530085243,0.027127600670855925,0.10393923198814947
206,Ses01M_impro01_M017,2,0.024777252000000003,0.042820536,0.030733395,0.029706229,0.4110169491525424,-0.009516643331153318,1.3676991286116522,3.7708262754164665
207,Ses01M_impro01_M018,2,0.048129853,0.08153350000000001,0.06026458,0.054840107,0.2822085889570552,-0.000450618045988449,4.920385332180025,13.502921548906318
208,Ses01M_impro01_M019,2,0.053117007,0.09341757,0.066633135,0.06537432,0.3665338645418327,-0.01384998995490605,6.590644382204026,16.68551503010301
209,Ses01M_impro01_M020,0,0.13018584,0.20760441,0.16013645,0.13208918,0.25,0.21951041708234695,30.614596318476966,70.7032283251854
211,Ses01M_impro01_M022,2,0.10408254,0.192477,0.1224522,0.14817764,0.5714285714285714,0.2827736898325384,28.42918431163178,48.67669663687378
212,Ses01M_impro01_M023,2,0.06782483,0.11776372,0.08459496,0.08199802,0.2889908256880734,0.16722647706046698,10.479108121307428,25.181962991824587
