,wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
43,Ses01F_script02_2_F043,1,0.008042158,0.013026156,0.009906631,0.008464554,0.3625377643504531,-0.0070753767431597,0.1221012756193932,0.2740518302218468
44,Ses01F_script02_2_F044,1,0.0032841908,0.0048589483,0.003993076,0.002759269,0.0163043478260869,-0.0046270579332485,0.0158159607074308,0.1068427969407262
45,Ses01F_script02_2_F045,1,0.0024502715,0.0034719338,0.0030267239,0.0017009168,0.0,-0.0072649027060833,0.0077304581372597,0.0460055922504105
46,Ses01F_script02_2_F046,2,0.0030489538,0.0047817095,0.0036590307,0.003071215,0.0091743119266055,-0.0065229651227127,0.0161443962209817,0.1659981138593354
47,Ses01F_script02_2_F047,5,0.0017836596,0.002283731,0.0022112369,0.0005701003,0.0,-0.0056494382079108,0.0029340926422505,0.0184308073316348
48,Ses01F_script02_2_M000,1,0.009200789,0.015423334,0.011678906,0.010084317,0.4007490636704119,-0.0007998703495104,0.1757539265850018,0.5369111626252816
49,Ses01F_script02_2_M001,1,0.011468082,0.020669168,0.014139754,0.015022908,0.4597156398104265,-0.0044844364310847,0.3286265074915215,0.7946741659605336
50,Ses01F_script02_2_M002,5,0.007820026,0.01583246,0.009757716,0.012454458,0.5358851674641149,-0.0087101125245681,0.2051233029848617,0.4798247445643707
52,Ses01F_script02_2_M004,2,0.016858075,0.028478127,0.020782625,0.019408772,0.4042553191489361,-0.0021498531168617,0.5970953911475603,2.1244090404976768
54,Ses01F_script02_2_M006,5,0.0066604945,0.0115888845,0.0083569465,0.008021908,0.494949494949495,-0.0091264928414602,0.1015596904697833,0.4255865924868159
55,Ses01F_script02_2_M007,2,0.011216081,0.017607952,0.013880536,0.010834969,0.3585858585858585,-0.0044619350774155,0.217050392541515,0.6372152127141035
56,Ses01F_script02_2_M008,2,0.0289421,0.05455301,0.036013406,0.040963653,0.3953771289537713,-0.0070266992224787,2.3407845731230856,12.192219203533677
57,Ses01F_script02_2_M009,2,0.016164657,0.03392313,0.020098062,0.026308466,0.6338028169014085,-0.0149346869875444,0.9490354211769922,1.7143098832514427
58,Ses01F_script02_2_M010,2,0.017382277,0.033696555,0.021566095,0.025837999,0.5177664974619289,-0.0025223621378245,0.9071454494101676,3.7002710764551816
59,Ses01F_script02_2_M011,2,0.0149889765,0.040244024,0.019047773,0.035403986,0.6267123287671232,-0.0034473509913368,1.4468219520135066,3.479767929966653
61,Ses01F_script02_2_M013,2,0.010360997,0.02510604,0.013047926,0.021443352,0.5210526315789473,-0.0089767199824564,0.5493808003376739,2.0686555320871687
62,Ses01F_script02_2_M014,2,0.010719455,0.017563835,0.013886758,0.0108970255,0.2556390977443609,-0.0057215825108869,0.2241773158494113,0.564210219490698
63,Ses01F_script02_2_M015,2,0.009345015,0.01423666,0.011912638,0.007825773,0.2079831932773109,-0.0040840068322722,0.1390601391582883,0.4184542074506192
64,Ses01F_script02_2_M016,5,0.012779802,0.020291895,0.015874952,0.01263569,0.2657757980697847,-0.0039629176171729,0.291594058848331,1.749940655579307
65,Ses01F_script02_2_M017,5,0.009101473,0.018076954,0.011241903,0.014134544,0.5253164556962026,-0.0062835670178174,0.2649401465206878,2.5622772398934037
67,Ses01F_script02_2_M019,5,0.010142352,0.016137345,0.012643833,0.010015706,0.2912087912087912,-0.0065187232394237,0.1846854649949467,0.8123198188634844
68,Ses01F_script02_2_M020,2,0.006259132,0.011730456,0.007814768,0.008742641,0.556910569105691,-0.0057021316024474,0.1085102387151934,0.3939579078923459
69,Ses01F_script02_2_M021,5,0.001939064,0.0027657386,0.0024249211,0.0013282469,0.0,-0.0085925858002156,0.00494546881036,0.0271195797997725
70,Ses01F_script02_2_M022,5,0.0033377889,0.0057706884,0.0041684527,0.003990441,0.1298701298701298,-0.0077781223808415,0.0251832561339483,0.1547100213824486
71,Ses01F_script02_2_M023,5,0.0046915985,0.008813224,0.0058375136,0.0066022496,0.5882352941176471,-0.0076120659286971,0.0614620948608376,0.2591119778453906
72,Ses01F_script02_2_M024,1,0.0062056603,0.00927496,0.0077653457,0.005053666,0.3164556962025316,0.0008278331620203,0.0579153264777078,0.1238515353561807
74,Ses01F_script02_2_M026,1,0.0046860217,0.0069657112,0.005838695,0.003793353,0.2848837209302325,-0.0077711729318252,0.0325496868273966,0.1148498467592211
79,Ses01F_script02_2_M031,2,0.020250177,0.035041254,0.024985792,0.024551723,0.3796369376479874,-0.0046437562559731,0.9189061574414672,6.297823996073967
80,Ses01F_script02_2_M032,2,0.020572074,0.0382138,0.025921015,0.02803795,0.4824561403508772,-0.0055964414968912,1.1349826797876363,3.1019888756992837
81,Ses01F_script02_2_M033,5,0.0036247883,0.0074503627,0.00458853,0.005863007,0.1724137931034483,-0.0130443568195914,0.045898276457474,0.1405759888797768
83,Ses01F_script02_2_M035,2,0.0025329827,0.0036719295,0.003159469,0.0018676076,0.0,-0.0082404603745089,0.0088629368519626,0.0264271651975433
84,Ses01F_script02_2_M036,2,0.0024662274,0.0035350716,0.0030643907,0.0017619743,0.0,-0.0151951280713547,0.0081110452356088,0.0287906293190083
85,Ses01F_script02_2_M037,2,0.0036457519,0.005466621,0.00455507,0.0030158835,0.088,-0.0068526910581567,0.0202465611016208,0.0823158632285952
86,Ses01F_script02_2_M038,2,0.0050675874,0.0094287,0.0062947273,0.0070042317,0.5527156549520766,-0.009960060197045,0.0699586494573149,0.2958317272322254
87,Ses01F_script02_2_M039,4,0.002483609,0.0043566683,0.0031349387,0.0030182207,0.0,-0.0074994618444179,0.0145166923204033,0.0413582265258685
88,Ses01F_script02_2_M040,5,0.0035997133,0.0060155503,0.004482485,0.004012144,0.1147260273972602,-0.0062564918152929,0.0267687296608023,0.1952427703414864
89,Ses01F_script02_2_M041,2,0.005373726,0.009110317,0.006687024,0.006177533,0.4866310160427807,-0.006607894647459,0.0617816824815078,0.2768220056886803
90,Ses01F_script02_2_M042,5,0.008785351,0.014968221,0.010675094,0.010486269,0.4604904632152589,-0.0043622994780889,0.1667074279531043,0.7528962707491247
91,Ses01F_script02_2_M043,5,0.0016978459,0.0021304996,0.0021056158,0.00034202487,0.0,-0.0097795764304464,0.0024743508396837,0.0065892630624778
92,Ses01F_script02_2_M044,1,0.0082264105,0.012860164,0.010111789,0.007929653,0.4270072992700729,-0.0065600597736192,0.1151970287760413,0.5025889366388419
94,Ses01F_script02_2_M046,1,0.0017940562,0.0023224151,0.002246501,0.000602046,0.0,-0.0095506848083459,0.0030837812264224,0.0117190454122112
95,Ses01F_script02_2_M047,5,0.0030888577,0.0055423724,0.003903194,0.003933219,0.0246575342465753,-0.0074689401117211,0.0237756026967074,0.1142373985322821
96,Ses01F_script02_2_M048,5,0.0017774033,0.0023122586,0.0022342722,0.00060087873,0.0,-0.0070502001108252,0.0030807595359626,0.0233088092393745
97,Ses01F_script02_2_M049,1,0.0017436282,0.002192808,0.0021579661,0.00040743084,0.0,-0.0092121226771269,0.0026310688057705,0.0141867989818838
98,Ses01M_impro06_F000,5,0.0035786666,0.006816531,0.0045100423,0.0051043965,0.0089686098654708,-0.0099502049124566,0.0371873444081532,0.120069656829019
99,Ses01M_impro06_F001,5,0.0029796078,0.004733018,0.00372305,0.0029179426,0.0,-0.0086988020484568,0.016004530415104,0.0570920044681148
100,Ses01M_impro06_F002,5,0.0044943765,0.0070617693,0.005439445,0.004500649,0.075,-0.0054619899856334,0.0352273292510659,0.1714713761935943
101,Ses01M_impro06_F003,2,0.0036731379,0.005732277,0.004502017,0.003538368,0.0248962655601659,-0.004687433829531,0.0230777474204559,0.1050056860696743
102,Ses01M_impro06_F004,2,0.005543494,0.008847815,0.00668442,0.0057936586,0.2653061224489796,-0.0081759553722804,0.0559087421921813,0.2629068596672635
103,Ses01M_impro06_F005,2,0.004688173,0.007451575,0.005558829,0.004961339,0.3258426966292135,-0.0012418290680216,0.0394960915543196,0.382913504978763
104,Ses01M_impro06_F006,2,0.0031861784,0.0050011785,0.003951716,0.0030647875,0.0045871559633027,-0.0102592475741403,0.0176780225033264,0.0938147941738895
105,Ses01M_impro06_F007,5,0.0034881197,0.0055055255,0.004330384,0.0033942692,0.0052356020942408,-0.0080569097917759,0.0215176437321049,0.0656456671444078
106,Ses01M_impro06_F008,5,0.004408557,0.007888761,0.005534661,0.0056323265,0.0792682926829268,-0.0078594175647594,0.0481166987151732,0.1473044409681873
107,Ses01M_impro06_F009,5,0.0076599144,0.011913428,0.009472399,0.007220092,0.260233918128655,-0.0061226924117363,0.0991978950165281,0.8249960315487201
108,Ses01M_impro06_F010,5,0.0049472316,0.007706929,0.0061722435,0.0046054963,0.1830238726790451,-0.0061646851463592,0.0416385483721778,0.1686685169348733
109,Ses01M_impro06_F011,5,0.0036379152,0.0050277733,0.004497402,0.0022383581,0.0,-0.0107419009509612,0.0157337656427108,0.0424163374238435
110,Ses01M_impro06_F012,5,0.005017467,0.007977255,0.0061947326,0.00500105,0.0762711864406779,-0.00605385775998,0.045402385551056,0.2471181991863761
111,Ses01M_impro06_F013,5,0.004682901,0.008582392,0.005673119,0.0064215176,0.2549019607843137,-0.0106380011857254,0.0576193840577299,0.1866901042855014
112,Ses01M_impro06_F014,5,0.006763016,0.011917207,0.008057701,0.008742419,0.5126050420168067,-0.0051403312681941,0.1082778836020371,0.4121342891186858
113,Ses01M_impro06_F015,5,0.0048426967,0.00786407,0.006074162,0.004964801,0.1333333333333333,-0.0067331816353544,0.0448572895595083,0.1095127092537296
114,Ses01M_impro06_F016,5,0.0070762825,0.01278807,0.008244889,0.009752885,0.5786163522012578,-0.0047208895921357,0.1263233877086672,0.7848136975107864
115,Ses01M_impro06_F017,5,0.005439647,0.008076855,0.006611476,0.004627774,0.0853080568720379,-0.0124676271298085,0.0438057140824119,0.2832318662834276
116,Ses01M_impro06_F018,5,0.005396325,0.008747991,0.0066538947,0.005665584,0.3712871287128713,-0.0053170847422734,0.0552702628984794,0.2281187646033003
117,Ses01M_impro06_F019,5,0.005644806,0.0088781165,0.006945162,0.005514707,0.2762430939226519,-0.0102892554423306,0.0556329782013724,0.3501034677113672
118,Ses01M_impro06_F020,5,0.003703023,0.007231435,0.0047097113,0.005480286,0.034090909090909,-0.0142066082844394,0.0423221648128936,0.1584982502169394
119,Ses01M_impro06_F021,5,0.0047090477,0.009027407,0.0055945944,0.0070771514,0.1271676300578034,-0.0090106595962424,0.0652809527599719,0.5595828018681839
120,Ses01M_impro06_F022,5,0.0045340047,0.008267693,0.0053747515,0.006284855,0.1964285714285714,-0.0121720395327429,0.0532949686794255,0.3848876683776625
121,Ses01M_impro06_F023,5,0.00557018,0.011154112,0.006552973,0.009003563,0.5174418604651163,-0.0099060416687279,0.1014584004947088,0.732050124224468
122,Ses01M_impro06_F024,5,0.0050455043,0.008471137,0.0061825537,0.0057805628,0.3526970954356846,-0.008393035386689,0.0531295094451343,0.3300046539942232
123,Ses01M_impro06_F025,5,0.0051583173,0.009434628,0.0061964123,0.0071119578,0.25,-0.0156038295244798,0.069515391623393,0.4060667898604219
124,Ses01M_impro06_F026,5,0.0044089123,0.007674335,0.005407609,0.0054449076,0.078125,-0.010889243640122,0.0447411688528488,0.2328954887986051
125,Ses01M_impro06_F027,5,0.0045516007,0.007821307,0.0053960765,0.0056559034,0.0824175824175824,-0.0062154990700946,0.0460835063388286,0.2717299630052752
126,Ses01M_impro06_F028,5,0.0057908525,0.009757209,0.0070327045,0.0067513715,0.4096774193548387,-0.0111321596705238,0.0706208370101938,0.5534392956704691
127,Ses01M_impro06_M000,2,0.0024448938,0.0033259518,0.003027516,0.0013754682,0.0,-0.0113285423140041,0.0067675368506698,0.0343964398443432
128,Ses01M_impro06_M001,2,0.003363945,0.0049190875,0.0041831224,0.002584366,0.0,-0.0121161947390646,0.0160323737700131,0.0752473580282228
129,Ses01M_impro06_M002,2,0.0028505365,0.0039911717,0.0035284022,0.0018625845,0.0,-0.0191994386113947,0.0100804345585635,0.0555802974586809
130,Ses01M_impro06_M003,2,0.0026219238,0.0035748344,0.0032468536,0.0014918919,0.0,-0.015562591215712,0.0078448517580187,0.0381248840180734
131,Ses01M_impro06_M004,2,0.0032450017,0.004358559,0.004014935,0.0016885009,0.0,-0.0116489372885553,0.0114297855810683,0.0552233155172893
132,Ses01M_impro06_M005,2,0.003337942,0.0047499,0.004176518,0.0022563052,0.0033444816053511,-0.0065323897615598,0.0145344303861985,0.0454305065673188
133,Ses01M_impro06_M006,2,0.0029913527,0.0042551775,0.0037781752,0.0019588796,0.0,-0.0085461870185099,0.0116631711313972,0.0929221003284304
134,Ses01M_impro06_M007,2,0.0032640984,0.004516605,0.0040464313,0.0020637393,0.0,-0.0123921381600666,0.0127352851595877,0.0576491742295713
135,Ses01M_impro06_M008,2,0.0024007563,0.0031361096,0.002984301,0.00097650575,0.0,-0.0064624769038346,0.0057012271336914,0.0299859902320859
136,Ses01M_impro06_M009,2,0.0023669093,0.0031642397,0.002933099,0.0011848098,0.0,-0.006474077963503,0.0059890500833648,0.0308456006009383
137,Ses01M_impro06_M010,2,0.002447685,0.0032052414,0.0030386348,0.0010219035,0.0,-0.0154444569488987,0.0059752536796692,0.028353114663755
138,Ses01M_impro06_M011,2,0.005456366,0.009584512,0.0068334425,0.0067101987,0.2161687170474516,-0.0054182050917006,0.0701975235814212,0.3652621091498508
139,Ses01M_impro06_M012,2,0.0024292727,0.0032180322,0.003036247,0.0010623084,0.0,-0.0069766633714607,0.0061160810624145,0.0197709501682757
140,Ses01M_impro06_M013,2,0.005037431,0.0077009136,0.00628622,0.0044364175,0.1534988713318284,-0.0077715549196,0.0409104096999393,0.1730507403466301
141,Ses01M_impro06_M014,2,0.0031965815,0.0043707415,0.0039937114,0.0017778222,0.0,-0.0124167409012443,0.0117492840387223,0.0421417769613774
142,Ses01M_impro06_M015,2,0.0038473993,0.0057726065,0.0047890726,0.0032174052,0.0092378752886836,-0.0110327600850723,0.0226482177919262,0.1948388973335176
143,Ses01M_impro06_M016,2,0.00269042,0.0037692278,0.0033761058,0.001674282,0.0,-0.0030795483780821,0.0089970372591815,0.0254684541713596
144,Ses01M_impro06_M017,2,0.004565546,0.0072083515,0.0056386893,0.0044905776,0.0885085574572127,-0.0075327993727114,0.0368555954632985,0.5222477430437469
145,Ses01M_impro06_M018,2,0.003739223,0.00498226,0.004650105,0.0017875626,0.0029850746268656,-0.0103728434623917,0.0147558849405684,0.0740331309816653
146,Ses01M_impro06_M019,2,0.0028222098,0.00387175,0.0034681293,0.0017193363,0.0,-0.0078277253123815,0.0092566606498352,0.0413363305071933
147,Ses01M_impro06_M020,2,0.005768596,0.009764562,0.0071358457,0.006569988,0.4333333333333333,-0.0115081247713533,0.0709309407762609,0.2503417737668598
148,Ses01M_impro06_M021,2,0.002256549,0.0029423982,0.0028105932,0.0008759862,0.0,-0.0103292159110424,0.005003558227016,0.0173258879611316
149,Ses01M_impro06_M022,2,0.004636172,0.007990127,0.0056482437,0.0056011267,0.1064638783269961,-0.0107086325442651,0.0482140928972215,0.4246400817649051
150,Ses01M_impro06_M023,2,0.004123812,0.0070473785,0.005014944,0.0049500656,0.0549019607843137,-0.0086982990978867,0.037308828502183,0.281783601090752
151,Ses01M_impro06_M024,2,0.0025190306,0.003258745,0.003131911,0.0008980792,0.0,-0.008291664016724,0.0060655976629306,0.0305303036609493
152,Ses01M_impro06_M025,2,0.0051855342,0.010967949,0.0067732306,0.008594046,0.293103448275862,-0.007687332072237,0.1006663482476357,0.3231689809694718
153,Ses01M_impro06_M026,2,0.0028106277,0.0039459323,0.0035009498,0.0018200272,0.0,-0.0100565021057263,0.0098873379085886,0.0337144485017784
154,Ses01M_impro06_M027,2,0.0023086248,0.0028834115,0.002834645,0.00058482826,0.0,-0.0082300621215836,0.004500443568726,0.0203065747856941
155,Ses01M_impro06_M028,2,0.0035342404,0.0050536874,0.00437339,0.0025277815,0.0239361702127659,-0.007566839485662,0.0165165671585855,0.075728404295842
156,Ses01M_impro06_M029,2,0.0022319327,0.002840861,0.0027704185,0.00063146645,0.0,-0.0127787125165923,0.0044994587376321,0.0158443278090778
157,Ses01M_impro06_M030,2,0.003948393,0.006003218,0.0048662634,0.0035140694,0.0293609671848013,-0.0095070117822615,0.0247763006075708,0.1767431900459042
158,Ses01M_impro01_F000,0,0.031214679,0.084176764,0.03818304,0.0748804,0.678082191780822,-0.3338080132380128,6.317429015120222,7.003139494311274
159,Ses01M_impro01_F001,0,0.028566068,0.046963353,0.035998642,0.030072011,0.288135593220339,-0.0004189565743217,1.604350260010552,3.064033172409897
162,Ses01M_impro01_F004,2,0.017333338,0.034096893,0.022047697,0.025975497,0.4045801526717557,-0.0058921245909004,0.9374148333562689,3.2107478860226317
165,Ses01M_impro01_F007,0,0.038312584,0.06558643,0.047484517,0.04518117,0.3796610169491525,-0.001331958060291,3.18855336618132,17.006066319847353
166,Ses01M_impro01_F008,0,0.0480618,0.083037764,0.06120505,0.056079797,0.3757763975155279,-0.0113266269181622,5.146709176097753,10.017406888172328
168,Ses01M_impro01_F010,2,0.02071252,0.046406575,0.025865015,0.038529158,0.5919540229885057,-0.0063912048062775,1.822713796773476,4.489639045292559
169,Ses01M_impro01_F011,0,0.056465138,0.09669843,0.07009876,0.066288345,0.3101604278074866,-0.0432220549555495,6.983904857475254,13.660864382621028
170,Ses01M_impro01_F012,0,0.025998877,0.06668462,0.032513183,0.05817992,0.6867469879518072,-0.0062896347117202,3.913145436830048,6.276422565030875
173,Ses01M_impro01_F015,2,0.043966647,0.080296695,0.055936337,0.057570994,0.3783783783783784,-0.0095380464699701,4.977332135544616,11.86157114686828
177,Ses01M_impro01_F019,0,0.09720143,0.1939735,0.119643256,0.1531365,0.5112540192926045,0.2354808384552598,30.15348483673198,72.28569131700154
178,Ses01M_impro01_F020,0,0.064575925,0.13069627,0.07923385,0.10389142,0.445993031358885,-0.069459005317185,13.860111958150576,25.662430703359625
179,Ses01M_impro01_F021,0,0.07697156,0.14237691,0.09390494,0.106827125,0.410377358490566,0.1575130590936169,15.79349331561365,40.69739430073896
180,Ses01M_impro01_F022,0,0.11215418,0.1876354,0.13773277,0.12740691,0.3311617806731813,-0.2827835851348936,25.70297385687697,82.32667423918993
182,Ses01M_impro01_F024,5,0.02268555,0.041615605,0.028720474,0.030097852,0.415625,-0.0032695947993488,1.3425587078279348,2.632597613218433
183,Ses01M_impro01_F025,5,0.016989697,0.029621355,0.021200044,0.020648116,0.4054054054054054,-0.010185906830884,0.6613961702846112,1.6383679318699254
189,Ses01M_impro01_M000,2,0.02146395,0.0389589,0.027057268,0.027979825,0.3712121212121212,-0.0069624616116925,1.175323288529924,2.723721239708759
190,Ses01M_impro01_M001,2,0.019695282,0.03395892,0.024172049,0.023741866,0.4292452830188679,-0.0062887111198506,0.8620969084255642,2.3014100660099075
191,Ses01M_impro01_M002,2,0.03243514,0.054030314,0.040922504,0.035044145,0.2649253731343283,-0.0001575191106439,2.135740467693648,3.898311327198059
192,Ses01M_impro01_M003,5,0.004738098,0.00844597,0.0059681684,0.006224189,0.2523364485981308,-0.0088494680312578,0.0549484251212125,0.1591562789164687
194,Ses01M_impro01_M005,2,0.009274953,0.016376117,0.011608098,0.011542412,0.4111111111111111,-0.0110438122646883,0.2045548691817711,0.7070360087072747
195,Ses01M_impro01_M006,2,0.024023255,0.044275388,0.030132188,0.03244838,0.2860927152317881,-0.0026568127395876,1.5309285057222908,4.8053149760102665
196,Ses01M_impro01_M007,2,0.013215736,0.021979146,0.016419206,0.0145249395,0.3869047619047619,0.0011399121149224,0.3534321614133215,0.8675317236206993
197,Ses01M_impro01_M008,2,0.039441273,0.06321001,0.05071652,0.03799813,0.3368421052631579,-0.0192342849913984,2.837487927211512,6.294439662782851
198,Ses01M_impro01_M009,2,0.031939242,0.050248507,0.039383035,0.031152204,0.2860262008733624,-0.0018493691413823,1.7641992503825314,6.028881103116514
199,Ses01M_impro01_M010,5,0.011407672,0.027395198,0.014115207,0.02341421,0.6510416666666666,-0.0079882329373504,0.6515524648505723,2.210657182713194
200,Ses01M_impro01_M011,2,0.03287836,0.06275239,0.04109018,0.04736035,0.3126614987080103,-0.0206177592190215,3.13697684930591,9.727060090700444
201,Ses01M_impro01_M012,2,0.030156111,0.050953213,0.037787165,0.034176607,0.3571428571428571,-0.006507766102004,1.9186633655956784,5.350813396839962
202,Ses01M_impro01_M013,2,0.009709301,0.019388469,0.012082291,0.015162947,0.5781818181818181,-0.0022135154722491,0.3052454083671609,0.7554057752533817
204,Ses01M_impro01_M015,2,0.034221046,0.064645715,0.04220011,0.04872642,0.5432098765432098,-0.0053901221690466,3.260330182572569,6.208559442425776
205,Ses01M_impro01_M016,2,0.0042160056,0.006321484,0.0052660042,0.003500677,0.0274725274725274,-0.0081498965300852,0.0271276006708559,0.1039392319881494
206,Ses01M_impro01_M017,2,0.024777252,0.042820536,0.030733395,0.029706229,0.4110169491525424,-0.0095166433311533,1.3676991286116522,3.770826275416467
207,Ses01M_impro01_M018,2,0.048129853,0.0815335,0.06026458,0.054840107,0.2822085889570552,-0.0004506180459884,4.920385332180025,13.502921548906318
208,Ses01M_impro01_M019,2,0.053117007,0.09341757,0.066633135,0.06537432,0.3665338645418327,-0.013849989954906,6.590644382204025,16.68551503010301
209,Ses01M_impro01_M020,0,0.13018584,0.20760441,0.16013645,0.13208918,0.25,0.2195104170823469,30.614596318476966,70.7032283251854
211,Ses01M_impro01_M022,2,0.10408254,0.192477,0.1224522,0.14817764,0.5714285714285714,0.2827736898325383,28.42918431163178,48.676696636873785
212,Ses01M_impro01_M023,2,0.06782483,0.11776372,0.08459496,0.08199802,0.2889908256880734,0.167226477060467,10.479108121307428,25.181962991824587
214,Ses01M_impro01_M025,0,0.17214862,0.25636032,0.20926811,0.14755541,0.2768166089965398,-0.8698080782778561,43.34377242861068,93.38989832086774
215,Ses01M_impro01_M026,2,0.01431918,0.027513884,0.018031742,0.02077682,0.4206896551724138,-0.0028901076802867,0.6041772355676501,2.245511136122818
216,Ses01M_impro01_M027,2,0.020634621,0.035056286,0.025789399,0.02369859,0.2876254180602006,-0.0045118586058379,0.9134390117791268,2.8044834338746347
217,Ses01M_impro01_M028,2,0.017203258,0.031121084,0.021440191,0.02252741,0.4444444444444444,-0.0036812655253015,0.7451076258388898,1.6089035215761949
219,Ses01M_impro01_M030,0,0.05283499,0.0947806,0.06563986,0.06804377,0.4329896907216495,-0.0022114998046163,6.832257029384642,7.706613643804353
220,Ses01M_impro01_M031,0,0.05028923,0.084126286,0.0620718,0.056786314,0.3391304347826087,-0.005025717200624,5.175058622486345,13.959354950547896
221,Ses01M_impro01_M032,0,0.058974274,0.08812621,0.07338125,0.04872127,0.2231578947368421,-0.0015895951719357,5.203634921977008,13.321741090906494
