wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
Ses01F_script02_2_F029,4,0.0074779014,0.014224287,0.009379605,0.010629518,0.3629032258064516,-0.01688301381363999,0.16114998562828062,0.26205650053632507
Ses01F_script02_2_F030,4,0.01032346,0.018855186,0.01265329,0.013955624,0.4714285714285714,-0.005095741016702959,0.27539789672560455,1.4143453044594685
Ses01F_script02_2_F031,8,0.0068976777,0.012752965,0.008627579,0.009384324,0.4334038054968288,-0.007790106792526785,0.12747497343137332,0.6366615330043645
Ses01F_script02_2_F032,4,0.005522054,0.011900647,0.006923766,0.009668178,0.5528169014084507,-0.008378789971175138,0.11909112966977219,0.47079969912733427
Ses01F_script02_2_F033,4,0.0038725547,0.0063095475,0.004685902,0.0042248145,0.2808988764044944,-0.009467638847127091,0.028863218636608054,0.21626075301753037
Ses01F_script02_2_F034,3,0.005239466,0.008584379,0.006274149,0.005847188,0.45595854922279794,-0.006320881766441744,0.05350100335607072,0.5324457688953899
Ses01F_script02_2_F035,3,0.00884519,0.015314974,0.010954908,0.010697606,0.40359897172236503,-0.005488423539645737,0.17657583386606635,1.1630790210470763
Ses01F_script02_2_F036,3,0.0029894845,0.004656834,0.0036593538,0.00288951,0.0,-0.011781733519455884,0.015212367683938473,0.11115284849252068
Ses01F_script02_2_F037,6,0.011009413,0.022304736,0.013750747,0.017552411,0.5125786163522013,-0.005137439984537195,0.4057297371212828,2.1413862705377418
Ses01F_script02_2_F038,6,0.006231664,0.0124973655,0.00775952,0.009775183,0.6375838926174496,-0.005649779268424027,0.12720821668914375,0.42981249807024313
Ses01F_script02_2_F039,8,0.0036434038,0.0061122803,0.0045420104,0.0040875305,0.14018691588785046,-0.010263466720061842,0.02768835639746791,0.0784080938466502
Ses01F_script02_2_F040,3,0.004102902,0.0069522317,0.0051121856,0.0047089364,0.23577235772357724,-0.00682385643813177,0.036062906276138944,0.3011970742846351
Ses01F_script02_2_F041,7,0.003647562,0.005610473,0.0045921565,0.0032214206,0.05578512396694215,-0.007011388788669137,0.021831285273839485,0.12621440342075219
Ses01F_script02_2_F042,1,0.0051540253,0.009055887,0.0061415667,0.0066663404,0.48417132216014896,-0.0070427936407213565,0.062477007944199144,1.250319136197356
Ses01F_script02_2_F043,1,0.008042158,0.013026156,0.009906631,0.008464554,0.36253776435045315,-0.0070753767431597225,0.1221012756193932,0.2740518302218468
Ses01F_script02_2_F044,1,0.0032841908,0.0048589483,0.003993076,0.002759269,0.016304347826086956,-0.0046270579332485795,0.015815960707430885,0.10684279694072621
Ses01F_script02_2_F045,1,0.0024502715,0.0034719338,0.0030267239,0.0017009168,0.0,-0.007264902706083376,0.007730458137259748,0.04600559225041059
Ses01F_script02_2_F046,3,0.0030489538,0.0047817095,0.0036590307,0.003071215,0.009174311926605505,-0.006522965122712776,0.016144396220981794,0.16599811385933547
Ses01F_script02_2_F047,7,0.0017836596,0.002283731,0.0022112369,0.0005701003,0.0,-0.005649438207910862,0.0029340926422505445,0.018430807331634862
Ses01F_script02_2_M000,2,0.009200789,0.015423334,0.011678906,0.010084317,0.40074906367041196,-0.0007998703495104564,0.17575392658500186,0.5369111626252816
Ses01F_script02_2_M001,2,0.011468082,0.020669168,0.014139754,0.015022908,0.4597156398104265,-0.0044844364310847595,0.3286265074915215,0.7946741659605336
Ses01F_script02_2_M002,7,0.007820026,0.01583246,0.009757716,0.012454458,0.5358851674641149,-0.008710112524568103,0.2051233029848617,0.47982474456437074
Ses01F_script02_2_M003,8,0.008852986,0.016985439,0.01128068,0.01269603,0.5238095238095238,-0.003910629402525956,0.22979830126347586,0.8260489430497884
Ses01F_script02_2_M004,4,0.016858075,0.028478127,0.020782625,0.019408772,0.40425531914893614,-0.0021498531168617774,0.5970953911475603,2.1244090404976768
Ses01F_script02_2_M005,8,0.0048657036,0.008329764,0.0061809234,0.005574836,0.39855072463768115,-0.0112574143713573,0.05207482385666681,0.12482926069492828
Ses01F_script02_2_M006,7,0.0066604945,0.0115888845,0.0083569465,0.008021908,0.494949494949495,-0.009126492841460276,0.1015596904697833,0.4255865924868159
Ses01F_script02_2_M007,4,0.011216081,0.017607952,0.013880536,0.010834969,0.35858585858585856,-0.004461935077415546,0.21705039254151506,0.6372152127141035
Ses01F_script02_2_M008,4,0.0289421,0.05455301,0.036013406,0.040963653,0.3953771289537713,-0.007026699222478783,2.3407845731230856,12.192219203533677
Ses01F_script02_2_M009,4,0.016164657,0.03392313,0.020098062,0.026308466,0.6338028169014085,-0.01493468698754441,0.9490354211769922,1.7143098832514427
Ses01F_script02_2_M010,4,0.017382277,0.033696555,0.021566095,0.025837999,0.5177664974619289,-0.0025223621378245298,0.9071454494101677,3.7002710764551816
Ses01F_script02_2_M011,4,0.0149889765,0.040244024,0.019047773,0.035403986,0.6267123287671232,-0.0034473509913368616,1.4468219520135066,3.479767929966653
Ses01F_script02_2_M012,8,0.008957526,0.016709758,0.011280417,0.012299033,0.45318352059925093,-0.0042252681851095986,0.2197023602122934,0.5534786714056055
Ses01F_script02_2_M013,4,0.010360997,0.02510604,0.013047926,0.021443352,0.5210526315789473,-0.008976719982456416,0.5493808003376739,2.0686555320871687
Ses01F_script02_2_M014,4,0.010719455,0.017563835,0.013886758,0.0108970255,0.2556390977443609,-0.005721582510886947,0.22417731584941136,0.564210219490698
Ses01F_script02_2_M015,4,0.009345015,0.01423666,0.011912638,0.007825773,0.20798319327731093,-0.00408400683227228,0.13906013915828835,0.41845420745061923
Ses01F_script02_2_M016,7,0.012779802,0.020291895,0.015874952,0.01263569,0.2657757980697847,-0.003962917617172934,0.29159405884833106,1.7499406555793067
Ses01F_script02_2_M017,7,0.009101473,0.018076954,0.011241903,0.014134544,0.5253164556962026,-0.006283567017817404,0.2649401465206878,2.5622772398934033
Ses01F_script02_2_M018,8,0.0028689464,0.0047939303,0.0036640982,0.003091655,0.0,-0.005638963102683192,0.017030503869373232,0.050229570705136437
Ses01F_script02_2_M019,7,0.010142352,0.016137345,0.012643833,0.010015706,0.29120879120879123,-0.006518723239423707,0.1846854649949467,0.8123198188634844
Ses01F_script02_2_M020,4,0.006259132,0.011730456,0.007814768,0.008742641,0.556910569105691,-0.00570213160244748,0.10851023871519344,0.3939579078923459
Ses01F_script02_2_M021,7,0.001939064,0.0027657386,0.0024249211,0.0013282469,0.0,-0.008592585800215602,0.004945468810360087,0.02711957979977258
Ses01F_script02_2_M022,7,0.0033377889,0.0057706884,0.0041684527,0.003990441,0.12987012987012986,-0.007778122380841523,0.0251832561339483,0.1547100213824486
Ses01F_script02_2_M023,7,0.0046915985,0.008813224,0.0058375136,0.0066022496,0.5882352941176471,-0.00761206592869712,0.061462094860837646,0.25911197784539064
Ses01F_script02_2_M024,1,0.0062056603,0.00927496,0.0077653457,0.005053666,0.31645569620253167,0.0008278331620203971,0.05791532647770788,0.12385153535618074
Ses01F_script02_2_M025,8,0.0051855263,0.00785213,0.00641106,0.004564807,0.16793893129770993,-0.0030132596293697134,0.04217376343778996,0.08341980720715647
Ses01F_script02_2_M026,1,0.0046860217,0.0069657112,0.005838695,0.003793353,0.28488372093023256,-0.0077711729318252765,0.03254968682739668,0.11484984675922114
Ses01F_script02_2_M027,8,0.003288108,0.005852577,0.0041607455,0.004112652,0.027649769585253458,-0.01031281499308534,0.026399755272787373,0.10011346797278707
Ses01F_script02_2_M028,8,0.004581292,0.0085154595,0.0057624723,0.0062471237,0.35294117647058826,-0.008263558811449911,0.05711056556051471,0.2076472597362206
Ses01F_script02_2_M029,8,0.0103297,0.019185109,0.013039342,0.014066549,0.4302788844621514,-0.006554912943101954,0.28838069843572717,1.651152341255664
Ses01F_script02_2_M030,8,0.019133056,0.031442124,0.023731364,0.02061685,0.3789173789173789,-0.006483508968813112,0.7149245703387653,4.692750322493896
Ses01F_script02_2_M031,4,0.020250177,0.035041254,0.024985792,0.024551723,0.3796369376479874,-0.0046437562559731305,0.9189061574414672,6.297823996073967
Ses01F_script02_2_M032,4,0.020572074,0.0382138,0.025921015,0.02803795,0.4824561403508772,-0.005596441496891202,1.1349826797876363,3.1019888756992833
Ses01F_script02_2_M033,7,0.0036247883,0.0074503627,0.00458853,0.005863007,0.1724137931034483,-0.013044356819591485,0.045898276457474005,0.1405759888797768
Ses01F_script02_2_M034,8,0.0020106502,0.0031455504,0.00259044,0.0018352765,0.0,-0.016624513591523282,0.006981832577399764,0.01302896723846909
Ses01F_script02_2_M035,4,0.0025329827,0.0036719295,0.003159469,0.0018676076,0.0,-0.008240460374508984,0.008862936851962676,0.026427165197543328
Ses01F_script02_2_M036,4,0.0024662274,0.0035350716,0.0030643907,0.0017619743,0.0,-0.015195128071354702,0.008111045235608875,0.028790629319008346
Ses01F_script02_2_M037,3,0.0036457519,0.005466621,0.00455507,0.0030158835,0.088,-0.006852691058156779,0.020246561101620885,0.08231586322859528
Ses01F_script02_2_M038,3,0.0050675874,0.0094287,0.0062947273,0.0070042317,0.5527156549520766,-0.009960060197045095,0.06995864945731495,0.2958317272322254
Ses01F_script02_2_M039,6,0.002483609,0.0043566683,0.0031349387,0.0030182207,0.0,-0.007499461844417965,0.014516692320403349,0.04135822652586852
Ses01F_script02_2_M040,7,0.0035997133,0.0060155503,0.004482485,0.004012144,0.11472602739726027,-0.006256491815292975,0.02676872966080231,0.19524277034148643
Ses01F_script02_2_M041,4,0.005373726,0.009110317,0.006687024,0.006177533,0.48663101604278075,-0.006607894647459034,0.061781682481507845,0.2768220056886803
Ses01F_script02_2_M042,7,0.008785351,0.014968221,0.010675094,0.010486269,0.4604904632152589,-0.004362299478088971,0.1667074279531043,0.7528962707491247
Ses01F_script02_2_M043,7,0.0016978459,0.0021304996,0.0021056158,0.00034202487,0.0,-0.009779576430446468,0.0024743508396837164,0.006589263062477818
Ses01F_script02_2_M044,1,0.0082264105,0.012860164,0.010111789,0.007929653,0.42700729927007297,-0.006560059773619287,0.1151970287760413,0.5025889366388419
Ses01F_script02_2_M045,8,0.004215932,0.007027226,0.005385276,0.0045027495,0.2736842105263158,-0.006174214377097087,0.03643019472013606,0.08673892931228502
Ses01F_script02_2_M046,1,0.0017940562,0.0023224151,0.002246501,0.000602046,0.0,-0.009550684808345977,0.0030837812264224718,0.01171904541221127
Ses01F_script02_2_M047,7,0.0030888577,0.0055423724,0.003903194,0.003933219,0.024657534246575342,-0.007468940111721167,0.023775602696707462,0.11423739853228217
Ses01F_script02_2_M048,7,0.0017774033,0.0023122586,0.0022342722,0.00060087873,0.0,-0.007050200110825244,0.0030807595359626924,0.02330880923937454
Ses01F_script02_2_M049,1,0.0017436282,0.002192808,0.0021579661,0.00040743084,0.0,-0.0092121226771269,0.002631068805770505,0.014186798981883835
Ses01M_impro06_F000,7,0.0035786666,0.006816531,0.0045100423,0.0051043965,0.008968609865470852,-0.009950204912456684,0.0371873444081532,0.12006965682901906
Ses01M_impro06_F001,7,0.0029796078,0.004733018,0.00372305,0.0029179426,0.0,-0.008698802048456855,0.016004530415104065,0.057092004468114896
Ses01M_impro06_F002,7,0.0044943765,0.0070617693,0.005439445,0.004500649,0.075,-0.005461989985633409,0.035227329251065996,0.17147137619359434
Ses01M_impro06_F003,3,0.0036731379,0.005732277,0.004502017,0.003538368,0.024896265560165973,-0.004687433829531074,0.02307774742045599,0.10500568606967431
Ses01M_impro06_F004,3,0.005543494,0.008847815,0.00668442,0.0057936586,0.2653061224489796,-0.008175955372280441,0.055908742192181324,0.2629068596672635
Ses01M_impro06_F005,3,0.004688173,0.007451575,0.005558829,0.004961339,0.3258426966292135,-0.001241829068021616,0.03949609155431967,0.38291350497876303
Ses01M_impro06_F006,3,0.0031861784,0.0050011785,0.003951716,0.0030647875,0.0045871559633027525,-0.010259247574140318,0.017678022503326483,0.09381479417388955
Ses01M_impro06_F007,7,0.0034881197,0.0055055255,0.004330384,0.0033942692,0.005235602094240838,-0.008056909791775979,0.021517643732104925,0.06564566714440782
Ses01M_impro06_F008,7,0.004408557,0.007888761,0.005534661,0.0056323265,0.07926829268292683,-0.007859417564759497,0.04811669871517328,0.1473044409681873
Ses01M_impro06_F009,7,0.0076599144,0.011913428,0.009472399,0.007220092,0.260233918128655,-0.006122692411736352,0.0991978950165281,0.8249960315487201
Ses01M_impro06_F010,7,0.0049472316,0.007706929,0.0061722435,0.0046054963,0.1830238726790451,-0.006164685146359261,0.04163854837217786,0.16866851693487336
Ses01M_impro06_F011,7,0.0036379152,0.0050277733,0.004497402,0.0022383581,0.0,-0.01074190095096128,0.01573376564271088,0.042416337423843584
Ses01M_impro06_F012,7,0.005017467,0.007977255,0.0061947326,0.00500105,0.07627118644067797,-0.006053857759980019,0.04540238555105609,0.24711819918637615
Ses01M_impro06_F013,7,0.004682901,0.008582392,0.005673119,0.0064215176,0.2549019607843137,-0.010638001185725443,0.057619384057729955,0.18669010428550148
Ses01M_impro06_F014,7,0.006763016,0.011917207,0.008057701,0.008742419,0.5126050420168067,-0.0051403312681941316,0.10827788360203719,0.4121342891186858
Ses01M_impro06_F015,7,0.0048426967,0.00786407,0.006074162,0.004964801,0.13333333333333333,-0.006733181635354413,0.0448572895595083,0.10951270925372965
Ses01M_impro06_F016,7,0.0070762825,0.01278807,0.008244889,0.009752885,0.5786163522012578,-0.004720889592135791,0.12632338770866725,0.7848136975107864
Ses01M_impro06_F017,7,0.005439647,0.008076855,0.006611476,0.004627774,0.08530805687203792,-0.012467627129808534,0.04380571408241193,0.28323186628342767
Ses01M_impro06_F018,7,0.005396325,0.008747991,0.0066538947,0.005665584,0.3712871287128713,-0.005317084742273437,0.05527026289847949,0.22811876460330038
Ses01M_impro06_F019,7,0.005644806,0.0088781165,0.006945162,0.005514707,0.27624309392265195,-0.010289255442330614,0.055632978201372425,0.3501034677113672
Ses01M_impro06_F020,7,0.003703023,0.007231435,0.0047097113,0.005480286,0.03409090909090909,-0.014206608284439426,0.04232216481289366,0.15849825021693947
Ses01M_impro06_F021,7,0.0047090477,0.009027407,0.0055945944,0.0070771514,0.12716763005780346,-0.009010659596242476,0.0652809527599719,0.5595828018681839
Ses01M_impro06_F022,7,0.0045340047,0.008267693,0.0053747515,0.006284855,0.19642857142857142,-0.012172039532742929,0.05329496867942554,0.38488766837766253
Ses01M_impro06_F023,7,0.00557018,0.011154112,0.006552973,0.009003563,0.5174418604651163,-0.009906041668727994,0.10145840049470886,0.732050124224468
Ses01M_impro06_F024,7,0.0050455043,0.008471137,0.0061825537,0.0057805628,0.35269709543568467,-0.008393035386689007,0.05312950944513435,0.33000465399422324
Ses01M_impro06_F025,7,0.0051583173,0.009434628,0.0061964123,0.0071119578,0.25,-0.015603829524479806,0.06951539162339303,0.40606678986042194
Ses01M_impro06_F026,7,0.0044089123,0.007674335,0.005407609,0.0054449076,0.078125,-0.010889243640122004,0.04474116885284883,0.23289548879860517
Ses01M_impro06_F027,7,0.0045516007,0.007821307,0.0053960765,0.0056559034,0.08241758241758242,-0.0062154990700946655,0.04608350633882868,0.27172996300527524
Ses01M_impro06_F028,7,0.0057908525,0.009757209,0.0070327045,0.0067513715,0.4096774193548387,-0.011132159670523833,0.07062083701019381,0.5534392956704691
Ses01M_impro06_M000,3,0.0024448938,0.0033259518,0.003027516,0.0013754682,0.0,-0.011328542314004153,0.00676753685066981,0.034396439844343284
Ses01M_impro06_M001,3,0.003363945,0.0049190875,0.0041831224,0.002584366,0.0,-0.012116194739064667,0.016032373770013143,0.0752473580282228
Ses01M_impro06_M002,3,0.0028505365,0.0039911717,0.0035284022,0.0018625845,0.0,-0.019199438611394726,0.010080434558563521,0.05558029745868099
Ses01M_impro06_M003,3,0.0026219238,0.0035748344,0.0032468536,0.0014918919,0.0,-0.015562591215712018,0.007844851758018773,0.038124884018073436
Ses01M_impro06_M004,3,0.0032450017,0.004358559,0.004014935,0.0016885009,0.0,-0.011648937288555317,0.011429785581068353,0.055223315517289366
Ses01M_impro06_M005,3,0.003337942,0.0047499,0.004176518,0.0022563052,0.0033444816053511705,-0.006532389761559898,0.014534430386198538,0.045430506567318805
Ses01M_impro06_M006,3,0.0029913527,0.0042551775,0.0037781752,0.0019588796,0.0,-0.008546187018509954,0.011663171131397263,0.09292210032843042
Ses01M_impro06_M007,3,0.0032640984,0.004516605,0.0040464313,0.0020637393,0.0,-0.012392138160066679,0.012735285159587753,0.05764917422957137
Ses01M_impro06_M008,3,0.0024007563,0.0031361096,0.002984301,0.00097650575,0.0,-0.006462476903834613,0.005701227133691466,0.02998599023208599
Ses01M_impro06_M009,3,0.0023669093,0.0031642397,0.002933099,0.0011848098,0.0,-0.006474077963503078,0.005989050083364897,0.030845600600938345
Ses01M_impro06_M010,3,0.002447685,0.0032052414,0.0030386348,0.0010219035,0.0,-0.015444456948898733,0.005975253679669292,0.028353114663755098
Ses01M_impro06_M011,3,0.005456366,0.009584512,0.0068334425,0.0067101987,0.21616871704745166,-0.005418205091700656,0.07019752358142126,0.36526210914985086
Ses01M_impro06_M012,3,0.0024292727,0.0032180322,0.003036247,0.0010623084,0.0,-0.006976663371460745,0.006116081062414517,0.01977095016827576
Ses01M_impro06_M013,3,0.005037431,0.0077009136,0.00628622,0.0044364175,0.15349887133182843,-0.007771554919600021,0.040910409699939365,0.1730507403466301
Ses01M_impro06_M014,3,0.0031965815,0.0043707415,0.0039937114,0.0017778222,0.0,-0.012416740901244339,0.011749284038722333,0.04214177696137744
Ses01M_impro06_M015,3,0.0038473993,0.0057726065,0.0047890726,0.0032174052,0.009237875288683603,-0.011032760085072368,0.022648217791926262,0.19483889733351767
Ses01M_impro06_M016,3,0.00269042,0.0037692278,0.0033761058,0.001674282,0.0,-0.0030795483780821087,0.008997037259181584,0.025468454171359685
Ses01M_impro06_M017,3,0.004565546,0.0072083515,0.0056386893,0.0044905776,0.08850855745721271,-0.007532799372711452,0.03685559546329855,0.5222477430437469
Ses01M_impro06_M018,3,0.003739223,0.00498226,0.004650105,0.0017875626,0.0029850746268656717,-0.010372843462391756,0.01475588494056847,0.07403313098166538
Ses01M_impro06_M019,3,0.0028222098,0.00387175,0.0034681293,0.0017193363,0.0,-0.007827725312381517,0.009256660649835251,0.041336330507193354
Ses01M_impro06_M020,3,0.005768596,0.009764562,0.0071358457,0.006569988,0.43333333333333335,-0.011508124771353323,0.07093094077626094,0.2503417737668598
Ses01M_impro06_M021,3,0.002256549,0.0029423982,0.0028105932,0.0008759862,0.0,-0.010329215911042411,0.00500355822701605,0.017325887961131697
Ses01M_impro06_M022,3,0.004636172,0.007990127,0.0056482437,0.0056011267,0.10646387832699619,-0.010708632544265129,0.048214092897221505,0.42464008176490514
Ses01M_impro06_M023,3,0.004123812,0.0070473785,0.005014944,0.0049500656,0.054901960784313725,-0.008698299097886775,0.037308828502183096,0.28178360109075207
Ses01M_impro06_M024,3,0.0025190306,0.003258745,0.003131911,0.0008980792,0.0,-0.008291664016724098,0.006065597662930688,0.030530303660949304
Ses01M_impro06_M025,3,0.0051855342,0.010967949,0.0067732306,0.008594046,0.29310344827586204,-0.007687332072237041,0.10066634824763579,0.3231689809694718
Ses01M_impro06_M026,3,0.0028106277,0.0039459323,0.0035009498,0.0018200272,0.0,-0.010056502105726395,0.009887337908588617,0.033714448501778495
Ses01M_impro06_M027,3,0.0023086248,0.0028834115,0.002834645,0.00058482826,0.0,-0.008230062121583614,0.004500443568726014,0.020306574785694125
Ses01M_impro06_M028,3,0.0035342404,0.0050536874,0.00437339,0.0025277815,0.023936170212765957,-0.007566839485662058,0.016516567158585564,0.07572840429584204
Ses01M_impro06_M029,3,0.0022319327,0.002840861,0.0027704185,0.00063146645,0.0,-0.01277871251659235,0.004499458737632124,0.015844327809077827
Ses01M_impro06_M030,3,0.003948393,0.006003218,0.0048662634,0.0035140694,0.02936096718480138,-0.009507011782261543,0.024776300607570897,0.1767431900459042
Ses01M_impro01_F000,0,0.031214679,0.084176764,0.03818304,0.0748804,0.678082191780822,-0.3338080132380128,6.317429015120222,7.003139494311274
Ses01M_impro01_F001,0,0.028566068,0.046963353,0.035998642,0.030072011,0.288135593220339,-0.0004189565743217827,1.604350260010552,3.064033172409897
Ses01M_impro01_F002,8,0.033233862,0.052774485,0.041958854,0.03200567,0.23384615384615384,-0.006313317953754449,1.9713415280603046,4.076837504215713
Ses01M_impro01_F003,8,0.010152765,0.01751213,0.01311324,0.011577626,0.3841642228739003,-0.01961081215995364,0.23064723496992037,0.5973652459171367
Ses01M_impro01_F004,4,0.017333338,0.034096893,0.022047697,0.025975497,0.40458015267175573,-0.005892124590900494,0.9374148333562687,3.2107478860226313
Ses01M_impro01_F005,8,0.01056247,0.023015777,0.013520279,0.018603502,0.6545454545454545,-0.004113453996978933,0.44534719339768924,0.9084193935145614
Ses01M_impro01_F006,8,0.02996201,0.06076481,0.037910312,0.04731724,0.35377358490566035,-0.004046758022013819,3.0129462910057088,4.913699255827683
Ses01M_impro01_F007,0,0.038312584,0.06558643,0.047484517,0.04518117,0.37966101694915255,-0.0013319580602910719,3.1885533661813197,17.006066319847353
Ses01M_impro01_F008,0,0.0480618,0.083037764,0.06120505,0.056079797,0.37577639751552794,-0.01132662691816222,5.146709176097753,10.017406888172328
Ses01M_impro01_F009,8,0.028007768,0.061934948,0.03611413,0.05022902,0.6125,-0.006510188086394919,3.219346755424447,5.778232051152473
Ses01M_impro01_F010,4,0.02071252,0.046406575,0.025865015,0.038529158,0.5919540229885057,-0.006391204806277528,1.8227137967734761,4.4896390452925585
Ses01M_impro01_F011,0,0.056465138,0.09669843,0.07009876,0.066288345,0.31016042780748665,-0.04322205495554954,6.983904857475254,13.660864382621028
Ses01M_impro01_F012,0,0.025998877,0.06668462,0.032513183,0.05817992,0.6867469879518072,-0.006289634711720282,3.9131454368300482,6.276422565030875
Ses01M_impro01_F013,8,0.012560288,0.030017668,0.016005583,0.025352791,0.675,-0.012224427337059751,0.7801374299909531,1.367674380084625
Ses01M_impro01_F014,8,0.02462919,0.052539837,0.030668166,0.04261278,0.6217228464419475,-0.005624508048640564,2.283931260509648,5.309902847246953
Ses01M_impro01_F015,4,0.043966647,0.080296695,0.055936337,0.057570994,0.3783783783783784,-0.00953804646997014,4.977332135544616,11.861571146868279
Ses01M_impro01_F016,8,0.030888055,0.055915266,0.038600698,0.0395196,0.3560606060606061,0.006789022336306516,2.400046353317222,4.320420275566022
Ses01M_impro01_F017,8,0.029432403,0.05479205,0.037874386,0.039669037,0.40569395017793597,-0.0085926876636222,2.348148043326806,6.588703323278879
Ses01M_impro01_F018,8,0.0734366,0.10634163,0.091471754,0.054249577,0.15234375,0.005497360689332709,7.395713685422154,15.677010447647783
Ses01M_impro01_F019,0,0.09720143,0.1939735,0.119643256,0.1531365,0.5112540192926045,0.2354808384552598,30.15348483673198,72.28569131700154
Ses01M_impro01_F020,0,0.064575925,0.13069627,0.07923385,0.10389142,0.445993031358885,-0.06945900531718507,13.860111958150576,25.662430703359625
Ses01M_impro01_F021,0,0.07697156,0.14237691,0.09390494,0.106827125,0.41037735849056606,0.1575130590936169,15.79349331561365,40.697394300738964
Ses01M_impro01_F022,0,0.11215418,0.1876354,0.13773277,0.12740691,0.3311617806731813,-0.28278358513489366,25.702973856876966,82.32667423918993
